paper_id,covidence_id,title,authors,resolved_source_category,resolved_source_subtype,resolved_source_route_source,source_text_json_path,trimmed_text_json_path,validated_text_json_path,preferred_text_source,proceedings_detected,trim_status,trim_reason,qc_status,manual_follow_up_required,best_match_page_index,title_score,author_score,combined_score,section_heading_count,body_char_count,header_only_flag,spillover_flag,span_located,span_detection_method,start_boundary_ok,start_boundary_rule,next_header_rule,meaningful_tail_gap_count,best_match_excerpt,qc_note,checked_at_utc
1333,1333,Glycine antibody mediated progressive encephalomyelitis with rigidity and myoclonus (PERM): A paediatric presentation,Kariyawasam D.S.T.; Hildebrand D.; Jayawant S.; Palace J.; Leite M.I.; Ramdas S.,conference_abstract,single_case_conference_abstract,manual_review,data\extraction_json\text\1333.json,qa\trimming\gold_standard\tranche_reports\parallel_verify_004\tranche_004\text_trimmed\1333.json,qa\trimming\gold_standard\tranche_reports\parallel_verify_004\tranche_004\text_trimmed\1333.json,trimmed_text,true,trimmed_auto,Proceedings detected and candidate abstract passed identity and completeness guardrails.,confirmed_full,false,40,1.0000,0.6667,0.9167,4,2374,false,false,true,trim_record_indices,true,coded_boundary,next_abstract_boundary,0,"107 12th January 2017 Glycine antibody mediated progressive encephalomyelitis with rigidity and myoclonus (PERM): a paediatric presentation DST KARIYAWASAM 1, D HILDEBRAND 2, S JAYAWANT 1,JP A L A C E3,M IL E I T E4, S RAMDAS 1 1Paediatric Neurology, John Radcliffe Hospital, Oxford, UK; 2Ophthalmology, John Radcliffe Hospital, Oxford, UK; 3Adult Neurology, John Radcliffe Hospital, Oxford; 4Clinical Neurosciences, Nufﬁeld Department of Neurosciences and John Radcliffe Hospital, Oxford, UK Objecti",Trimmed proceedings text matches and appears complete.,2026-04-11T22:58:45.918587+00:00
1393,1393,Stiff limb syndrome: A case report,Farhat E.; Zouari M.; Beyrouti R.; Sassi S.B.; Hentati F.,conference_abstract,single_case_conference_abstract,manual_review,data\extraction_json\text\1393.json,qa\trimming\gold_standard\tranche_reports\parallel_verify_004\tranche_004\text_trimmed\1393.json,qa\trimming\gold_standard\tranche_reports\parallel_verify_004\tranche_004\text_trimmed\1393.json,trimmed_text,true,trimmed_auto,Proceedings detected and candidate abstract passed identity and completeness guardrails.,confirmed_full,false,134,1.0000,1.0000,1.0000,4,1593,false,false,true,trim_record_indices,true,coded_boundary,next_abstract_boundary,0,"PP2171 Stiff limb syndrome: a case report E. Farhat, M. Zouari, R. Beyrouti, S. Ben Sassi, F. Hentati Neurology, National Institute Mongi Ben Hamida of Neurology of Tunis, Tunis, Tunisia Introduction: Stiff-person syndrome (SPS) is a rare disorder characterized by rigidity of the truncal muscles, painful spasms, and an exquisite sensitivity to external stimuli. Stiff-limb syndrome (SLS) is a rare variant of SPS. We report a SLS in a young woman. Case report: A 27-year-old healthy woman presented",Trimmed proceedings text matches and appears complete.,2026-04-11T22:59:23.139214+00:00
1395,1395,An atypical Stiff-Person Syndrome associated with type 3 autoimmune polyglandular syndrome,Viana P.; Abreu L.; Fonseca V.R.; Cortes M.; Neutel D.; Pita Lobo P.; Albuquerque L.,conference_abstract,single_case_conference_abstract,manual_review,data\extraction_json\text\1395.json,qa\trimming\gold_standard\tranche_reports\parallel_verify_004\tranche_004\text_trimmed\1395.json,qa\trimming\gold_standard\tranche_reports\parallel_verify_004\tranche_004\text_trimmed\1395.json,trimmed_text,true,trimmed_auto,Proceedings detected and candidate abstract passed identity and completeness guardrails.,confirmed_full,false,433,1.0000,1.0000,1.0000,4,1837,false,false,true,trim_record_indices,true,coded_boundary,next_abstract_boundary,0,"PP4124 An atypical Stiff-Person syndrome associated with type 3 autoimmune polyglandular syndrome P. Viana1, L. Abreu 1, V.R. Fonseca 2, M. Cortes 2, D. Neutel1, P. Pita Lobo 1, L. Albuquerque 1 1Neurology; 2Internal Medicine, Hospital de Santa Maria, University of Lisbon, Lisboa, Portugal Introduction: Stiff-Person Syndrome (SPS) is strongly associated with other autoimmune diseases. Autoimmune Polyglandular Syndrome (APS) is characterized by the coexistence of at least two glandular autoimmune",Trimmed proceedings text matches and appears complete.,2026-04-11T23:01:05.213262+00:00
1397,1397,Reducing excess stiffness in stiff-person syndrome using CBT: A case study,Morris L.L.; Dysch L.; Salkovskis P.M.,conference_abstract,single_case_conference_abstract,manual_review,data\extraction_json\text\1397.json,qa\trimming\gold_standard\tranche_reports\parallel_verify_004\tranche_004\text_trimmed\1397.json,qa\trimming\gold_standard\tranche_reports\parallel_verify_004\tranche_004\text_trimmed\1397.json,trimmed_text,true,trimmed_auto,Proceedings detected and candidate abstract passed identity and completeness guardrails.,confirmed_full,false,22,1.0000,1.0000,1.0000,6,1319,false,false,true,trim_record_indices,true,coded_boundary,next_abstract_boundary,0,"65 Reducing excess stiffness in stiff-person syndrome using CBT: A case study L.L. Morris, L. Dysch, P.M. Salkovskis (Bath, United Kingdom) Objective: This case study describes the treatment of Mr A, a patient with Stiff Person Syndrome (SPS) whose lower limb stiffen- ing was aggravated severely in public situations by social anxiety. Background: SPS is a rare neurological condition, characterised by rigidity in the trunk and limbs. Comorbid anxiety is common in this condition, and is known to e",Trimmed proceedings text matches and appears complete.,2026-04-11T23:02:51.774858+00:00
1398,1398,A neurological syndrome in a patient with anti glutamic acid decarboxylase (GAD) antibodies,Rachana G.; Tarannum K.,conference_abstract,single_case_conference_abstract,manual_review,data\extraction_json\text\1398.json,qa\trimming\gold_standard\tranche_reports\parallel_verify_004\tranche_004\text_trimmed\1398.json,qa\trimming\gold_standard\tranche_reports\parallel_verify_004\tranche_004\text_trimmed\1398.json,trimmed_text,true,trimmed_auto,Proceedings detected and candidate abstract passed identity and completeness guardrails.,confirmed_full,false,124,1.0000,1.0000,1.0000,5,1698,false,false,true,trim_record_indices,true,coded_boundary,next_abstract_boundary,0,"321 A neurological syndrome in a patient with anti glutamic acid decarboxylase (GAD) antibodies G. Rachana, K. Tarannum (Weston, FL, USA) Objective: To describe a neurological syndrome in a patient with Anti glutamic acid decarboxylase (GAD) antibodies. Background: Stiff-person syndrome (SPS) is an autoimmune dis- order characterized by progressive muscle stiffness, rigidity, and spasm involving the axial muscles, resulting in severely impaired ambulation. Circulating anti-GAD antibodies are pre",Trimmed proceedings text matches and appears complete.,2026-04-11T23:04:35.581936+00:00
1407,1407,Increased cortical excitability in patients with stiff person syndrome assessed by paired-pulse transcranial magnetic stimulation. A case study of two patients,Wilenius J.; Vaalto S.; Toppila J.; Partanen J.,conference_abstract,single_case_conference_abstract,heuristic,data\extraction_json\text\1407.json,qa\trimming\gold_standard\tranche_reports\parallel_verify_004\tranche_004\text_trimmed\1407.json,qa\trimming\gold_standard\tranche_reports\parallel_verify_004\tranche_004\text_trimmed\1407.json,trimmed_text,true,trimmed_auto,Proceedings detected and candidate abstract passed identity and completeness guardrails.,confirmed_full,false,0,1.0000,1.0000,1.0000,3,1626,false,false,true,trim_record_indices,true,coded_boundary,next_abstract_boundary,0,"P1022 Increased cortical excitability in patients with stiff person syndrome assessed by paired-pulse transcranial magnetic stimulation. A case study of two patients J. Wilenius, S. Vaalto, J. Toppila, J. Partanen Hospital District of Helsinki and Uusimaa, Department of Clinical Neurophysiology, Helsinki, Finland Question: Stiff person syndrome (SPS) is a rare neurological condition char- acterized by stiffness and spasms of the axial and limb muscles. Cortical and spinal hyperexcitabilities are",Trimmed proceedings text matches and appears complete.,2026-04-11T23:04:35.922873+00:00
1416,1416,Immunomodulatory therapy in stiff-person syndrome (SPS): A controlled Rituximab-randomised study,Amarandei M.,conference_abstract,interventional_conference_abstract,manual_review,data\extraction_json\text\1416.json,qa\trimming\gold_standard\tranche_reports\parallel_verify_004\tranche_004\text_trimmed\1416.json,qa\trimming\gold_standard\tranche_reports\parallel_verify_004\tranche_004\text_trimmed\1416.json,trimmed_text,true,trimmed_auto,Proceedings detected and candidate abstract passed identity and completeness guardrails.,confirmed_full,false,505,1.0000,1.0000,1.0000,5,1762,false,false,true,trim_record_indices,true,coded_boundary,next_abstract_boundary,0,"1292 Immunomodulatory therapy in stiff-person syndrome (SPS): a controlled Rituximab-randomised study M. Amarandei (Bucharest, Romania) Objective: The efﬁcacy of the anti-CD20 antibody, Rituximab, in the treatment of patients with stiff-person syndrome. Background: SPS is a rare autoimmune progressive disorder of the central nervous system(CNS). Symptoms are stifness and painful exten- sor spasms. Stiffness affects the thoracolumbar paraspinal muscles, arms and legs, it has insidious onset; it a",Trimmed proceedings text matches and appears complete.,2026-04-11T23:05:45.034071+00:00
1418,1418,Stiff-limb syndrome with cerebellar features and atypical EMG findings responds to IVIG,Rametta S.; Robinson G.; Hellmers N.; Jacoby N.; Sarva H.,conference_abstract,single_case_conference_abstract,manual_review,data\extraction_json\text\1418.json,qa\trimming\gold_standard\tranche_reports\parallel_verify_004\tranche_004\text_trimmed\1418.json,qa\trimming\gold_standard\tranche_reports\parallel_verify_004\tranche_004\text_trimmed\1418.json,trimmed_text,true,trimmed_auto,Proceedings detected and candidate abstract passed identity and completeness guardrails.,confirmed_full,false,515,1.0000,1.0000,1.0000,5,2323,false,false,true,trim_record_indices,true,coded_boundary,next_abstract_boundary,0,"1316 Stiff-limb syndrome with cerebellar features and atypical EMG ﬁndings responds to IVIG S. Rametta, G. Robinson, N. Hellmers, N. Jacoby, H. Sarva (Brooklyn, NY, USA) Objective: To describe a case of stiff-limb syndrome with ataxic fea- tures which had delayed EMG ﬁndings and improvement to IVIG. Background: Stiff-person syndrome (SPS) is part of a spectrum of progressive autoimmune neurological diseases that also include isolated cerebellar ataxias, progressive encephalomyelitis with rigidit",Trimmed proceedings text matches and appears complete.,2026-04-11T23:06:53.782266+00:00
1433,1433,Early empirical treatment of antibody-negative autoimmune/paraneoplastic encephalitis with immunosuppression,Dai P.; Lin M.-W.; Mahant N.; Gao B.; Brown D.,conference_abstract,single_case_conference_abstract,heuristic,data\extraction_json\text\1433.json,qa\trimming\gold_standard\tranche_reports\parallel_verify_004\tranche_004\text_trimmed\1433.json,qa\trimming\gold_standard\tranche_reports\parallel_verify_004\tranche_004\text_trimmed\1433.json,trimmed_text,true,trimmed_auto,Proceedings detected and candidate abstract passed identity and completeness guardrails.,confirmed_full,false,0,1.0000,1.0000,1.0000,1,2402,false,false,true,trim_record_indices,true,coded_boundary,next_abstract_boundary,0,"CGR 7 EARLY EMPIRICAL TREATMENT OF ANTIBODY-NEGATIVE AUTOIMMUNE/PARANEOPLASTIC ENCEPHALITIS WITH IMMUNOSUPPRESSION P Dai,1 M-W Lin,1 N Mahant,2 B Gao3 and D Brown 1 1Department of Immunology, Westmead Hospital, Westmead, Australia 2Department of Neurology, Westmead Hospital, Westmead, Australia 3Department of Medical Oncology, Westmead Hospital, Westmead, Australia We report two cases of antibody-negative paraneoplastic/autoimmune encephalitis who were treated empirically with immunosuppression ",Trimmed proceedings text matches and appears complete.,2026-04-11T23:06:54.049009+00:00
1439,1439,Unrecognized respiratory manifestations of stiff person syndrome (SPS),Rakocevic G.; Woodford M.; Pack K.; Allen A.; Sexaur W.,conference_abstract,group_conference_abstract,heuristic,data\extraction_json\text\1439.json,qa\trimming\gold_standard\tranche_reports\parallel_verify_004\tranche_004\text_trimmed\1439.json,qa\trimming\gold_standard\tranche_reports\parallel_verify_004\tranche_004\text_trimmed\1439.json,trimmed_text,true,trimmed_auto,Proceedings detected and candidate abstract passed identity and completeness guardrails.,confirmed_full,false,197,0.9876,1.0000,0.9907,4,2500,false,false,true,trim_record_indices,true,coded_boundary,next_abstract_boundary,0,"M300. Unrecognized Respiratory Manifestations of Stiff Person Syndrome (SPS) Goran Rakocevic, Matthew Woodford, Katrina Pack, Anthony Allen and William Sexaur. Philadelphia, PA Introduction: Respiratory manifestations in Stiff-person Syndrome (SPS) patients have not been systematically inves- tigated and adequately managed. Approximately 50% of SPS patients report dyspnea contributing to their functional impairment. This study investigates the frequency and sever- ity of dyspnea and associated p",Trimmed proceedings text matches and appears complete.,2026-04-11T23:07:24.129142+00:00
